mean pos,mean neg,Tweet,Clean,class,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
2,1,"@SeaNanners Hey Adam, JPizzle1122 (the microwave dude on utube) seems to have a good live stream for MW2, maybe ask for his help?",@seananers hey adam jpizle microwave dude youtube sems good live stream mw maybe ask help,4,@seananers hey adam jpizle microwave dude youtube sems good live stream mw maybe ask help,@seananers hey adam jpizle the microwave dude on youtube sems to have a good live stream for mw maybe ask for his help,@seananers hey adam jpizle 12 microwave dude youtube sems good live stream mw2 maybe ask help,@seananners hey adam jpizzle microwave dude youtube seems good live stream mw maybe ask help,@seananers hey adam jpizle microwave dude utube sems good live stream mw maybe ask help,@seananers hey adam jpizle microwave dude youtube sems good live stream mw maybe ask help,hey adam jpizle microwave dude youtube sems good live stream mw maybe ask help
2,1,Little Caesars Large Cheese or Pepperoni - No Limit - 2/10 for $3.99:,little caesars large cheese pepperoni limit,4,little caesars large cheese pepperoni limit,little caesars large cheese or pepperoni no limit for,little caesars large cheese pepperoni limit 2/10 3.9,little caesars large cheese pepperoni limit,little caesars large cheese pepperoni limit,little caesars large cheese pepperoni limit,little caesars large cheese pepperoni limit
1,2,oh my goodness I'm emo,oh goodness i'm emo,0,oh goodness i'm emo,oh my goodness i'm emo,oh goodness i'm emo,oh goodness i'm emo,oh goodness i'm emo,oh goodness i'm emo,oh goodness i'm emo
1,2,@Din_Jee wait wait wait...im confused...are you there?,@din_je wait wait wait ... im confused ...,0,@din_je wait wait wait ... im confused ...,@din_je wait wait wait ... im confused ... are you there,@din_je wait wait wait ... im confused ...,@din_jee wait wait wait ... im confused ...,@din_je wait wait wait ... im confused ...,@din_je wait wait wait ... im confused ...,_je wait wait wait ... im confused ...
2,1,RT @Arranwhisky: New #Arran #Malt #Competition just posted on: www.arranwhisky.com/Default.aspx?page=Competition Free bottle and chocolates,rt @aranwhisky new #aran #malt #competition posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates,4,rt @aranwhisky new #aran #malt #competition posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates,rt @aranwhisky new #aran #malt #competition just posted on w.aranwhisky.com/default.aspx?page=competition free bottle and chocolates,rt @aranwhisky new #aran #malt #competition posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates,rt @arranwhisky new #arran #malt #competition posted www.arranwhisky.com/default.aspx?page=competition free bottle chocolates,rt @aranwhisky new #aran #malt #competition posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates,rt @aranwhisky new #aran #malt #competition posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates,rt new posted w.aranwhisky.com/default.aspx?page=competition free bottle chocolates
1,3,"emm, my lip is starting to hurt :/",lip starting hurt :/,0,lip starting hurt :/,them my lip is starting to hurt :/,lip starting hurt :/,emm lip starting hurt :/,em lip starting hurt :/,lip starting hurt :/,lip starting hurt confuse
1,3,Finally off work. Gonna go home and try to sleep whatever this is off so I can go to my other job. I hate to miss work,finally work gona go home try sleep whatever go job hate miss work,0,finally work gona go home try sleep whatever go job hate miss work,finally off work gona go home and try to sleep whatever this is off so i can go to my other job i hate to miss work,finally work gona go home try sleep whatever go job hate miss work,finally work gonna go home try sleep whatever go job hate miss work,finally work gona go home try sleep whatever go job hate miss work,finally work gona go home try sleep whatever go job hate miss work,finally work gona go home try sleep whatever go job hate miss work
1,3,"#TED travel off to rocky start thanks to wayward wallet. JUST made my flight, but horridly tense.",#ted travel rocky start thanks wayward wallet made flight horridly tense,0,#ted travel rocky start thanks wayward wallet made flight horridly tense,#ted travel off to rocky start thanks to wayward wallet just made my flight but horridly tense,#ted travel rocky start thanks wayward wallet made flight horridly tense,#ted travel rocky start thanks wayward wallet made flight horridly tense,#ted travel rocky start thanks wayward wallet made flight horridly tense,#ted travel rocky start thanks wayward wallet made flight horridly tense,travel rocky start thanks wayward wallet made flight horridly tense
3,1,RT 50+ Awesome Twitter Tips to become a Pro http://ow.ly/14LjW via @virtuosoblogger,rt awesome twitter tips become pro via @virtuosobloger,4,rt awesome twitter tips become pro htp://ow.ly/ljw via @virtuosobloger,rt awesome twitter tips to become a pro via @virtuosobloger,rt 50 awesome twitter tips become pro via @virtuosobloger,rt awesome twitter tips become pro via @virtuosoblogger,rt awesome twitter tips become pro via @virtuosobloger,rt awesome twitter tips become pro via @virtuosobloger,rt awesome twitter tips become pro via
3,1,@JBieberboyyy i was thinking that i wanna make a Cake party in my house :O! lol,@jbieberboy thinking wanna make cake party house very funny,4,@jbieberboy thinking wanna make cake party house very funny,@jbieberboy i was thinking that i wanna make a cake party in my house o very funny,@jbieberboy thinking wanna make cake party house very funny,@jbieberboyyy thinking wanna make cake party house very funny,@jbieberboy thinking wana make cake party house lol,@jbieberboy thinking wanna make cake party house very funny,thinking wanna make cake party house very funny
3,1,http://www.youtube.com/watch?v=0TpGvMh6Uow&feature=player_embedded Check it out! In the middle of London! SO COOL!,check middle london cool,4,htp://w.youtube.com/watch?v=tpgvmhuow&feature=player_embeded check middle london cool,check it out in the middle of london so cool,check middle london cool,check middle london cool,check middle london cool,check middle london cool,check middle london cool
1,1,This cares about Internet marketing resources. kitti joined this as a marketer. http://ihid.us?i=noj,cares internet marketing resources kiti joined marketer,2,cares internet marketing resources kiti joined marketer htp://ihid.us?i=noj,this cares about internet marketing resources kiti joined this as a marketer,cares internet marketing resources kiti joined marketer,cares internet marketing resources kitti joined marketer,cares internet marketing resources kiti joined marketer,cares internet marketing resources kiti joined marketer,cares internet marketing resources kiti joined marketer
3,1,"Mountains, trees, and beautiful cotton-ish blue sky! I will fly! :)",mountains tres beautiful coton-ish blue sky fly :),4,mountains tres beautiful coton-ish blue sky fly :),mountains tres and beautiful coton-ish blue sky i will fly :),mountains tres beautiful coton-ish blue sky fly :),mountains trees beautiful cotton-ish blue sky fly :),mountains tres beautiful coton-ish blue sky fly :),mountains tres beautiful coton-ish blue sky fly :),mountains tres beautiful coton-ish blue sky fly happy
4,1,"@justinbieber follow me? please...(: your great and it would make my day. btw, i wanna shampoo your hair ;D lmao. 3",@justinbieber follow please ... (: great would make day btw wanna shampoo hair ;d very funny,4,@justinbieber follow please ... (: great would make day btw wanna shampoo hair ;d very funny,@justinbieber follow me please ... (: your great and it would make my day btw i wanna shampoo your hair ;d very funny,@justinbieber follow please ... (: great would make day btw wanna shampoo hair ;d very funny 3,@justinbieber follow please ... (: great would make day btw wanna shampoo hair ;d very funny,@justinbieber follow please ... (: great would make day btw wana shampoo hair ;d lmao,@justinbieber follow please ... (: great would make day btw wanna shampoo hair ;d very funny,follow please ... happy great would make day btw wanna shampoo hair ;d very funny
2,2,RT @KLM: RT @tiesto Last chance to meet @tiesto in Bangkok w/ @KLM. Tell your friends & increase the chance of winning together- http://tiny.cc/Ei5hB,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together,2,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together htp://tiny.c/eihb,rt @klm rt @tiesto last chance to meet @tiesto in bangkok w @klm tell your friends increase the chance of winning together,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together,rt @klm rt @tiesto last chance meet @tiesto bangkok w @klm tell friends increase chance winning together,rt rt last chance meet bangkok w tell friends increase chance winning together
2,2,Lets trade McNabb to the Broncos and get Brandon Marshall. That team has potential...not w/ Kyle Orton at QB tho.,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb though,2,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb though,lets trade mcnab to the broncos and get brandon marshal that team has potential ... not w kyle orton at qb though,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb though,lets trade mcnabb broncos get brandon marshall team potential ... w kyle orton qb though,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb tho,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb though,lets trade mcnab broncos get brandon marshal team potential ... w kyle orton qb though
1,1,"RT @chriscolfer: I hereby name all the Kurt fans as the ""Kurtsies.""",rt @chriscolfer hereby name kurt fans kurtsies,2,rt @chriscolfer hereby name kurt fans kurtsies,rt @chriscolfer i hereby name all the kurt fans as the kurtsies,rt @chriscolfer hereby name kurt fans kurtsies,rt @chriscolfer hereby name kurt fans kurtsies,rt @chriscolfer hereby name kurt fans kurtsies,rt @chriscolfer hereby name kurt fans kurtsies,rt hereby name kurt fans kurtsies
