mean pos,mean neg,Tweet,Clean
1,1,PANTS ON THE GROUND...CAUSE YOU #WASTED @ SCOTTS..3100 fountain view ON RICHMOND STRIP...(((ALL-STAR OFFICIAL)))PARTY FOR THURSDAY,pants ground ... #wasted scots .. fountain view richmond strip ... al-star official party thursday
1,2,RT @stillgtit: If you can't lick or stick then I must tell you #itaintthatgoodman so introduce me to your best friend<,rt @stilgtit can't lick stick must tell #itainthatgodman introduce best friend
2,2,"Currently part of a Buzz whose sole purpose seems to be figuring out how to prevent Scoble from being a ""Buzz kill"" (lol)",currently part buzz whose sole purpose sems figuring prevent scoble buzz kill very funny
2,3,@Momodel180 pssshh yal bugging I never shovel snow a day in my life!!! Lol,@momodel psh yal buging never shovel snow day life very funny
4,1,Today has been INSANE(ly good). So excited for my colleagues who have done so much great work deserving of natl recognition. #NPLAN #PHLP,today insane ly good excited coleagues done much great work deserving natl recognition #nplan #phlp
1,4,"@WCooksey I'm shocked, nay appalled, to hear that you are regularly communicating with your constituents. And caught on tape! ^",@wcoksey i'm shocked nay apaled hear regularly communicating constituents caught tape
3,1,"@PHXPhoto thanks, we hope you enjoy it and welcome your input on what you'd like to see!",@phxphoto thanks hope enjoy welcome input like see
3,2,Whether you like me or not i would like to take this time out of my day and let yall know i love yall,whether like would like take time day let yal know love yal
3,1,@MsChassMarie lol tell him i got a bottle of graduates banana flava waitin for him lmao,@mschasmarie very funny tell got bottle graduates banana flava waitin very funny
2,1,"Society may tolerate you, acquaintances may accept you, but friends understand you. #quote",society may tolerate acquaintances may accept friends understand #quote
2,1,It appears that you have everything under control and your pos... More for Leo http://twittascope.com/twittascope/?sign=5,apears everything control pos ... leo
2,1,@ElijahRead Oh okay..So thats how you do?..LOL..Copy and Paste like that...LOL,@elijahread oh okay .. thats .. very funny .. copy paste like ... very funny
3,1,Home after Lucia's and Key skills this morning; had to attend due to a guest speaker talking about Uni - got me even more excited! Eeee :D,home lucia's key skils morning attend due guest speaker talking uni got even excited e :d
2,2,"i haven't watched the newest episode of LOST yet, but i do have 5555 miles on my car. so there!",watched newest episode lost yet miles car
3,2,"RT @OneAndOnlyZel To all my new & old friends: I know I'm behind on my THANKS 4 follows, retweets, FF's, etc. 4give the lapse. I do love ya!",rt @oneandonlyzel new old friends know i'm behind thanks folows retwets f's etc give lapse love
1,2,RT @BenCooper86 Mervyn King says he can't think of any reason why the UK would lose it's AAA rating - now will George Osborne shut up?,rt @bencoper mervyn king says can't think reason uk would lose aa rating george osborne shut
1,1,"hey ive just made my twitter, how do you talk to people on heree?",hey ive made twitter talk people
2,1,@ansaudi satria dong sa ! Si dika mah geleh ah hahahah http://myloc.me/3GiEB,@ansaudi satria dong sa si dika mah geleh ah hahahah
1,1,Farmville Players Send 220 Million Valentine's Day Virtual Gifts ...: Whenever I discuss virtual goods and the Fac... http://bit.ly/aJAiwC,farmvile players send million valentine's day virtual gifts ... whenever discuss virtual goods fac ...
1,3,And obviously not forgetting the fact I'm gonna feel 122356325x worse :| Oh well...,obviously forgetting fact i'm gona feel x worse :| oh well ...
2,1,"formspring.me - what would you like for valentine?s day? yummy truffles, stargazer lillies, a donation to... http://tumblr.com/xev6brjhk",formspring.me would like valentine day yummy trufles stargazer lilies donation ...
1,1,Bob Dylan ? Lenny Bruce http://bit.ly/bTENBS,bob dylan leny bruce
1,1,Eh dia bos loh bdnny kok bau panas(?) yh?msh pagi loh ini http://myloc.me/3FaqI,eh dia bos loh bdny kok bau panas yh msh pagi loh ini
1,1,RT @aceshowbiz: Demi Lovato Writing New Song With Nick Jonas http://bit.ly/9CIaUO,rt @aceshowbiz demi lovato writing new song nick jonas
1,2,@YoungMac24 that's the only game you have?,@youngmac that's game
3,2,Even When Shit Get Hard - Im Going To - Make Sure That Im Around To Hold You [ DOWN ] - I`ll Never Leave Ya Side Until Tha Day I Die .,even shit get hard im going make sure im around hold l never leave side tha day die
2,1,"http://i47.tinypic.com/2yo47qp.jpg A+, would lol again.",would very funny
1,1,to find actors of close age.. to get the book's description.. just like when they got daniel radcliffe for harry potter.. CONT'D,find actors close age .. get bok's description .. like got daniel radclife harry potter .. cont'd
1,4,"why do Hong Kong people like to have their air cons on SUPERCOLD!?!?! man, i need some socks or something!!!!",hong kong people like air cons supercold man need socks something
2,1,RT @parismostwanted Check out @ParisMostWanted on IT'S MY TIME and VOTE for us :) http://casting.benetton.com/users/8081-paris-most-wanted,rt @parismostwanted check @parismostwanted time vote us :)
1,2,@sononchalant what happened to snow at 6 pm? http://myloc.me/3G5Mk,@sononchalant hapened snow pm
3,2,"Thank you @god for rewarding me for my crazy day. The guy at Subway gave me a free cookie, but this is muuuuch better!",thank @god rewarding crazy day guy subway gave free cokie much better
2,1,10 absolutely jaw dropping concept car designs http://ow.ly/15OnX,absolutely jaw dropping concept car designs
1,2,i can feel that theres a growing pimple on my nose :(,feel theres growing pimple nose :(
3,1,Great sunny days with @tetongravity in the beauty mountains of BC...crew was sending!,great sunny days @tetongravity beauty mountains bc ... crew sending
1,1,New blog post: Can Someone Help My Bro And His Angels & Demons Obsession? http://unfake.it/0WJO,new blog post someone help bro angels demons obsession
1,2,@itsBreezeBaby whats that ?? you no me im at work = (,@itsbrezebaby whats im work
3,1,Found some cool free twitter backgrounds @ http://www.onixbee.com check it out!! #backgrounds #twitter,found cool free twitter backgrounds check #backgrounds #twiter
2,2,LMAO.. I am. But I mean this snow is annoyin RT @Nemeze: @CakeLoveK how can ur life suck u have me then ur boyfriend..btw u still with him>?,very funny .. mean snow anoyin rt @nemeze @cakelovek life suck boyfriend .. btw still
1,1,"Self defense is a state of mind, it involves every aspect of our lives, our physical, mental and emotional safety.",self defense state mind involves every aspect lives physical mental emotional safety
1,2,@XGlitr_ObsesdX for sme reason my eyes burn too idk,@xglitr_obsesdx sme reason eyes burn i dont know
4,1,Sama2 sayang ? ? @NengMeryl: Great wednesday ? thanks to @padoeka @chiemuw @ImadhMadum et all to be the part of my superb day :),sama sayang @nengmeryl great wednesday thanks @padoeka @chiemuw @imadhmadum et part superb day :)
1,3,RT @tokyodymond_HLE: ii am leaveinq ; n imma delete my twitter ; n who wants my photoshop? <---ill take it :),rt @tokyodymond_hle leaveinq ima delete twitter wants photoshop <--- ill take :)
2,1,I pray also that the eyes of your heart may be enlightened in order that you may know the hope to which he has called you... Eph1:18,pray also eyes heart may enlightened order may know hope caled ... eph
1,2,RT @wandafay: avoid-an-audit-6-red-flags-you-should-Know http://icio.us/i420ea,rt @wandafay avoid-an-audit--red-flags-you-should-know
1,2,"fuel-consumption data indicates weak growth http://bit.ly/bQL91T I First we had rail traffic data: Now we have this and with MSM spin, too",fuel-consumption data indicates weak growth first rail traffic data msm spin
1,1,RT @SleekMakeUP: Product Review - Foundation http://bit.ly/9vzY4l,rt @slekmakeup product review foundation
1,1,"The Hollywood Reporter | Heat Vision | Comics | Movie News:Tim ...: Tim Robbins is joining the cast of ""Green Lant... http://bit.ly/cDRado",holywod reporter heat vision comics movie news tim ... tim robins joining cast green lant ...
1,2,Pressure mounting at Sunderland: Lorik Cana: Sunderland's winless run extended to 12 games following 1-1 ... http://bit.ly/dBAMHd telegraph,pressure mounting sunderland lorik cana sunderland's winles run extended games following ... telegraph
1,1,@mobileadsmarket SAMSUNG MOBILE PHONES-THERE IS ONE FOR EVERYONE: South Korea during Samsung Gro... http://bit.ly/cyljCj #mobile #marketing,@mobileadsmarket samsung mobile phones-there one everyone south korea samsung gro ... #mobile #marketing
2,1,Makin' birthday macaroons that I shall drizzle with caramel sauce. Oh yeah. I do shit up BIG.,makin birthday macarons shall drizzle caramel sauce oh yeah shit big
1,1,"one question, who thinks this is the real @nickjonas ? http://www.youtube.com/user/NickJonasBOUNCE",one question thinks real @nickjonas
2,1,@indu666 heh me too actually... tho kannur i still kinda alive cause a close uncle lives there.. had been thr last week for theyyam \m/,@indu heh actually ... though kanur still kind a alive close uncle lives .. last wk theyam
1,1,"@crazyblu1920 Yes, according to the amt you have in your possession. Its always been like that. A Base head (my sis) told me",@crazyblu yes according amt possession always like base head sister told
2,2,@diefatdie at wok I just tell people I have eczema lol that I am itching my dry skin. Probs just as bad lol,@diefatdie wok tell people eczema very funny itching dry skin probably bad very funny
3,2,Ground is covered in snow outside but spring is in full bloom in attica's kitchen we are pouring beautiful hyacinth soy candles for the shop,ground covered snow outside spring full bloom atica's kitchen pouring beautiful hyacinth soy candles shop
1,2,@mrmoneyman i don't like bein stuck in the house i'd rather go to class,@mrmoneyman like bein stuck house i'd rather go class
1,1,RT @indyworld: Aerial photographs released of Twin Towers' collapse http://bit.ly/9fVshL,rt @indyworld aerial photographs released twin towers collapse
2,1,@MizLadyLipz girl bye..yuh kno not...#bgc jux came on and tha >otha otha< iznt gonna miss that...do yuh watch it??,@mizladylipz girl bye .. know ... #bgc came tha otha otha iznt gona miss ... watch
1,3,I am so pissed! me and my boyfriend broke up today! i broke up with him for the recorde!,pised boyfriend broke today broke recorde
1,1,"RT @bethannewatson: @Rue_La_La Yes. Exhibit A: Olivia Benson in ""Law and Order: SVU"" circa season 7 & 8.",rt @bethanewatson @rue_la_la yes exhibit olivia benson law order svu circa season
1,2,"@danicapatrick is CSI investigating brakes tampering, or a little nitro in the engine? Gd luck in Nationwide race #nascar",@danicapatrick csi investigating brakes tampering little nitro engine gd luck nationwide race #nascar
1,2,UPDATE. :) Dead nanaman ako nito. (doh) Sorry Ate Mona. :'( http://plurk.com/p/3q1mes,update :) dead nanaman ako nito doh sorry ate mona :'(
1,3,@jamesw650 omfg I cannot believe you just tweeted that? Are you effn serious with me?!,@jamesw omfg cannot believe tweted efn serious
1,2,Ninjas got mills$ I just want a couple too... So bad bout to cry? me a 50? juice?... @Chip216,ninjas got mils want couple ... bad cry juice ... @chip
2,3,@judybopp LOL ohh i think i lost someone today realized it wasnt meant to be and hurts,@judybop very funny oh think lost someone today realized wasnt meant hurts
2,1,RT @nrodovsky: RT @kimjack61: @lightxxx There are people on here just waiting to help..never underestimate twitter warriors 4 Haiti!,rt @nrodovsky rt @kimjack @lightx people waiting help .. never underestimate twitter wariors haiti
2,2,@DonnieWahlberg once again all the fun is overthere...... we miss you overseas :(,@doniewahlberg fun overthere ... miss overseas :(
